1146,535
1,208
340,868
176,499
557,198
574,110
994,254
701,805
917,577
319,516
460,786
564,688
1230,558
1265,877
937,84
905,84
1186,206
952,551
633,595
277,210
667,9
18,99
246,322
1155,166
537,354
882,861
120,873
206,572
94,415
820,784
701,465
967,142
957,101
703,324
609,651
274,383
393,688
997,113
627,768
1213,214
974,350
418,206
296,641
246,558
1258,186
291,521
1248,254
536,808
47,212
1183,234
1042,110
156,89
152,21
127,436
587,887
833,113
1033,882
937,458
90,386
1036,735
638,108
947,309
15,836
400,795
107,498
326,18
194,625
1253,141
445,130
418,653
518,593
1242,751
171,728
18,771
65,352
47,324
1108,506
68,751
875,548
314,474
1108,165
709,821
140,189
1205,432
408,770
293,386
708,771
919,248
736,722
1233,756
736,348
1216,639
97,628
832,395
875,487
878,0
930,607
671,836
390,413
547,487
373,234
599,407
452,602
45,341
937,884
1283,633
269,108
831,521
751,343
52,571
981,238
90,123
288,19
818,245
1158,415
811,693
1272,50
783,436
1091,711
97,214
435,407
261,102
1056,99
788,549
656,121
301,351
423,103
162,649
1253,780
45,212
492,128
242,346
189,773
1042,784
1000,556
547,346
13,708
293,855
221,96
319,628
433,798
279,271
773,710
835,366
761,768
1061,532
55,212
1014,103
567,666
654,38
1198,410
503,73
343,254
288,530
803,856
805,439
372,758
12,275
530,373
358,332
689,61
296,114
1158,21
592,861
619,645
425,646
281,845
433,141
1241,325
154,544
721,94
1178,338
10,562
499,56
724,54
492,560
933,658
827,133
1081,360
1068,336
325,892
53,821
994,864
170,621
440,641
527,240
1297,673
1175,96
311,276
1183,421
858,602
1245,459
306,512
541,154
1123,304
1148,128
534,668
626,45
736,336
267,343
492,101
638,332
231,791
1108,542
1061,756
587,344
1178,556
713,114
361,855
244,602
1211,696
828,880
910,795
537,710
1288,196
164,318
304,420
65,584
1026,648
72,547
982,225
959,80
320,761
11,546
525,396
902,770
1183,436
984,18
820,873
492,345
999,456
862,892
1146,318
944,530
187,304
1047,696
971,98
1235,722
279,324
57,786
518,348
10,332
154,350
344,220
249,756
269,171
636,67
740,784
1186,542
1029,845
808,21
59,775
391,696
756,603
704,770
313,551
373,884
967,459
749,429
780,688
277,12
300,369
885,646
918,472
1041,171
606,770
277,882
425,86
1099,511
1056,599
1265,509
1033,12
1156,544
739,294
933,684
499,838
416,173
641,260
300,525
194,269
378,652
1163,285
713,443
281,18
643,9
1053,325
1186,240
274,511
23,204
567,228
186,257
268,110
592,77
887,103
769,154
683,73
1223,228
479,521
281,789
1046,145
1084,883
557,602
662,637
628,600
105,126
440,193
1198,484
482,758
997,561
490,466
136,546
736,546
956,525

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
